precip,Precip t-1,Precip t-2,Precip t-3,Precip AVG mes,temp t-1,temp t-2,temp t-3,temp AVG mes,rango temp,presion t-1,presion t-2,presion t-3,presion AVG mes,hum t-1,hum t-2,hum t-3,hum AVG mes,vel t-1,vel t-2,vel t-3,Vel AVG mes,rad t-1,rad t-2,rad t-3,rad AVG mes,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre,confort,pto rocio
0,0,0,0,0.204086177141903,0.543575735798102,0.564321345540953,0.607133056099079,0.938775510204083,0.775401069518717,0.451543817659426,0.347461572683413,0.325734662698341,0.176923076923082,0.424989945032846,0.298632524467086,0.356079903472316,0.0456692913385836,0.340874233128834,0.426476226993866,0.388995398773007,0.769230769230769,0.315137418941896,0.344525637240428,0.304104481753542,1,1,0,0,0,0,0,0,0,0,0,0,0,0.358796113914219,0.466044987635443
0,0,0,0,0.204086177141903,0.558240136654855,0.543575735798102,0.564321345540953,0.938775510204083,0.748663101604278,0.473512137755484,0.451543817659426,0.347461572683413,0.176923076923082,0.340394154712428,0.424989945032846,0.298632524467086,0.0456692913385836,0.334164110429446,0.340874233128834,0.426476226993866,0.769230769230769,0.321599838749971,0.315137418941896,0.344525637240428,1,1,0,0,0,0,0,0,0,0,0,0,0,0.308325023718615,0.380007631009177
0,0,0,0,0.204086177141903,0.528251089405137,0.558240136654855,0.543575735798102,0.938775510204083,0.67379679144385,0.423160886044102,0.473512137755484,0.451543817659426,0.176923076923082,0.356281002815392,0.340394154712428,0.424989945032846,0.0456692913385836,0.403470092024539,0.334164110429446,0.340874233128834,0.769230769230769,0.315239418095928,0.321599838749971,0.315137418941896,1,1,0,0,0,0,0,0,0,0,0,0,0,0.361752293166365,0.370219239052371
0.496910310734463,0,0,0,0.204086177141903,0.612727768274291,0.528251089405137,0.558240136654855,0.938775510204083,0.636363636363636,0.419574221538646,0.423160886044102,0.473512137755484,0.176923076923082,0.406488805469902,0.356281002815392,0.340394154712428,0.0456692913385836,0.265337423312884,0.403470092024539,0.334164110429446,0.769230769230769,0.258110053144375,0.315239418095928,0.321599838749971,1,1,0,0,0,0,0,0,0,0,0,0,0,0.275340903508691,0.511955818045997
0.0760946327683616,0.496910310734463,0,0,0.204086177141903,0.392831254953019,0.612727768274291,0.528251089405137,0.938775510204083,0.748663101604278,0.421229605156482,0.419574221538646,0.423160886044102,0.176923076923082,0.676364123877196,0.406488805469902,0.356281002815392,0.0456692913385836,0.255655674846627,0.265337423312884,0.403470092024539,0.769230769230769,0.194755480077833,0.258110053144375,0.315239418095928,1,1,0,0,0,0,0,0,0,0,0,0,0,0.538370933764298,0.584318340050269
0.145745056497175,0.0760946327683616,0.496910310734463,0,0.204086177141903,0.441585175336978,0.392831254953019,0.612727768274291,0.938775510204083,0.684491978609626,0.45354407286442,0.421229605156482,0.419574221538646,0.176923076923082,0.622871698619117,0.676364123877196,0.406488805469902,0.0456692913385836,0.305885736196319,0.255655674846627,0.265337423312884,0.769230769230769,0.329838572857589,0.194755480077833,0.258110053144375,1,1,0,0,0,0,0,0,0,0,0,0,0,0.503726803642671,0.579443859882486
0.0134180790960452,0.145745056497175,0.0760946327683616,0.496910310734463,0.204086177141903,0.423098300323245,0.441585175336978,0.392831254953019,0.938775510204083,0.732620320855615,0.471511882550499,0.45354407286442,0.421229605156482,0.176923076923082,0.628100281539081,0.622871698619117,0.676364123877196,0.0456692913385836,0.281729294478528,0.305885736196319,0.255655674846627,0.769230769230769,0.257814464893,0.329838572857589,0.194755480077833,1,1,0,0,0,0,0,0,0,0,0,0,0,0.507153370422589,0.566385487660311
0,0.0134180790960452,0.145745056497175,0.0760946327683616,0.204086177141903,0.502953260438971,0.423098300323245,0.441585175336978,0.938775510204083,0.775401069518717,0.424229987963913,0.471511882550499,0.45354407286442,0.176923076923082,0.419761362112884,0.628100281539081,0.622871698619117,0.0456692913385836,0.351706288343558,0.281729294478528,0.305885736196319,0.769230769230769,0.279651683974959,0.257814464893,0.329838572857589,1,1,0,0,0,0,0,0,0,0,0,0,0,0.38642684778717,0.420396036683523
0,0,0.0134180790960452,0.145745056497175,0.204086177141903,0.536243535369721,0.502953260438971,0.423098300323245,0.938775510204083,0.74331550802139,0.359876949817635,0.424229987963913,0.471511882550499,0.176923076923082,0.278254457702105,0.419761362112884,0.628100281539081,0.0456692913385836,0.416794478527607,0.351706288343558,0.281729294478528,0.769230769230769,0.368393050715595,0.279651683974959,0.257814464893,1,1,0,0,0,0,0,0,0,0,0,0,0,0.325845593692774,0.281349207870808
0.445533192090395,0,0,0.0134180790960452,0.204086177141903,0.530787822254764,0.536243535369721,0.502953260438971,0.938775510204083,0.668449197860963,0.304904418839664,0.359876949817635,0.424229987963913,0.176923076923082,0.377731599410109,0.278254457702105,0.419761362112884,0.0456692913385836,0.338765337423312,0.416794478527607,0.351706288343558,0.769230769230769,0.324865252147196,0.368393050715595,0.279651683974959,1,1,0,0,0,0,0,0,0,0,0,0,0,0.344057464364746,0.398329342544829
0.0489936440677966,0.445533192090395,0,0,0.204086177141903,0.379278846578284,0.530787822254764,0.536243535369721,0.938775510204083,0.46524064171123,0.334666836803355,0.304904418839664,0.359876949817635,0.176923076923082,0.681994905483308,0.377731599410109,0.278254457702105,0.0456692913385836,0.218845858895706,0.338765337423312,0.416794478527607,0.769230769230769,0.205733208168992,0.324865252147196,0.368393050715595,1,1,0,0,0,0,0,0,0,0,0,0,0,0.530096674234978,0.576321188599763
0,0.0489936440677966,0.445533192090395,0,0.204086177141903,0.279130023665534,0.379278846578284,0.530787822254764,0.938775510204083,0.807486631016043,0.364394767608274,0.334666836803355,0.304904418839664,0.176923076923082,0.724896098672745,0.681994905483308,0.377731599410109,0.0456692913385836,0.295245398773005,0.218845858895706,0.338765337423312,0.769230769230769,0.134792435078813,0.205733208168992,0.324865252147196,1,1,0,0,0,0,0,0,0,0,0,0,0,0.662947472779122,0.517571685703141
0,0,0.0489936440677966,0.445533192090395,0.204086177141903,0.540969503418343,0.279130023665534,0.379278846578284,0.938775510204083,0.657754010695187,0.321147870590337,0.364394767608274,0.334666836803355,0.176923076923082,0.366403003083523,0.724896098672745,0.681994905483308,0.0456692913385836,0.409413343558282,0.295245398773005,0.218845858895706,0.769230769230769,0.356957904740969,0.134792435078813,0.205733208168992,1,1,0,0,0,0,0,0,0,0,0,0,0,0.360746103533292,0.394707854123948
0,0,0,0.0489936440677966,0.204086177141903,0.585449202699506,0.540969503418343,0.279130023665534,0.938775510204083,0.72192513368984,0.265485596438187,0.321147870590337,0.364394767608274,0.176923076923082,0.399852527148411,0.366403003083523,0.724896098672745,0.0456692913385836,0.282592024539877,0.409413343558282,0.295245398773005,0.769230769230769,0.289816455073319,0.356957904740969,0.134792435078813,1,1,0,0,0,0,0,0,0,0,0,0,0,0.296563324663928,0.477606396258339
0,0,0,0,0.204086177141903,0.578568749216951,0.585449202699506,0.540969503418343,0.938775510204083,0.79144385026738,0.242551635898371,0.265485596438187,0.321147870590337,0.176923076923082,0.35326451266926,0.399852527148411,0.366403003083523,0.0456692913385836,0.320743865030673,0.282592024539877,0.409413343558282,0.769230769230769,0.356310279500049,0.289816455073319,0.356957904740969,1,1,0,0,0,0,0,0,0,0,0,0,0,0.29631274845293,0.415343838462353
0,0,0,0,0.204086177141903,0.50555949281873,0.578568749216951,0.585449202699506,0.938775510204083,0.79144385026738,0.259760728092803,0.242551635898371,0.265485596438187,0.176923076923082,0.350180989408768,0.35326451266926,0.399852527148411,0.0456692913385836,0.391391871165644,0.320743865030673,0.282592024539877,0.769230769230769,0.292010742431468,0.356310279500049,0.289816455073319,1,1,0,0,0,0,0,0,0,0,0,0,0,0.368264171283191,0.340874847219329
0,0,0,0,0.204086177141903,0.599627106845382,0.50555949281873,0.578568749216951,0.938775510204083,0.679144385026738,0.238344202536194,0.259760728092803,0.242551635898371,0.176923076923082,0.32604906823971,0.350180989408768,0.35326451266926,0.0456692913385836,0.417848926380369,0.391391871165644,0.320743865030673,0.769230769230769,0.367209592231735,0.292010742431468,0.356310279500049,1,1,0,0,0,0,0,0,0,0,0,0,0,0.309113218552844,0.402414683298044
0.0425494350282486,0,0,0,0.204086177141903,0.500381777824273,0.599627106845382,0.50555949281873,0.938775510204083,0.67379679144385,0.280659946269049,0.238344202536194,0.259760728092803,0.176923076923082,0.405081110068373,0.32604906823971,0.350180989408768,0.0456692913385836,0.376725460122699,0.417848926380369,0.391391871165644,0.769230769230769,0.259983717042828,0.367209592231735,0.292010742431468,1,1,0,0,0,0,0,0,0,0,0,0,0,0.391470180161705,0.400894561509495
0,0.0425494350282486,0,0,0.204086177141903,0.438388196951149,0.500381777824273,0.599627106845382,0.938775510204083,0.754010695187166,0.308594544821181,0.280659946269049,0.238344202536194,0.176923076923082,0.449322965544979,0.405081110068373,0.32604906823971,0.0456692913385836,0.396376533742332,0.376725460122699,0.417848926380369,0.769230769230769,0.242099454874088,0.259983717042828,0.367209592231735,1,1,0,0,0,0,0,0,0,0,0,0,0,0.460499044887909,0.391003707272421
0,0,0.0425494350282486,0,0.204086177141903,0.511223704524064,0.438388196951149,0.500381777824273,0.938775510204083,0.823529411764706,0.303214548063039,0.308594544821181,0.280659946269049,0.176923076923082,0.383161281673147,0.449322965544979,0.405081110068373,0.0456692913385836,0.399731595092026,0.396376533742332,0.376725460122699,0.769230769230769,0.275826919159668,0.242099454874088,0.259983717042828,1,1,0,0,0,0,0,0,0,0,0,0,0,0.38350877640603,0.385750377190528
0,0,0,0.0425494350282486,0.204086177141903,0.574989523415428,0.511223704524064,0.438388196951149,0.938775510204083,0.572192513368984,0.270313798656983,0.303214548063039,0.308594544821181,0.176923076923082,0.284488537337446,0.383161281673147,0.449322965544979,0.0456692913385836,0.412097392638036,0.399731595092026,0.396376533742332,0.769230769230769,0.312351511754502,0.275826919159668,0.242099454874088,1,1,0,0,0,0,0,0,0,0,0,0,0,0.303517327024594,0.326556045191969
0,0,0,0,0.204086177141903,0.538641269159093,0.574989523415428,0.511223704524064,0.938775510204083,0.598930481283422,0.247759196863087,0.270313798656983,0.303214548063039,0.176923076923082,0.41681190508111,0.284488537337446,0.383161281673147,0.0456692913385836,0.323715490797548,0.412097392638036,0.399731595092026,0.769230769230769,0.203085664315963,0.312351511754502,0.275826919159668,1,1,0,0,0,0,0,0,0,0,0,0,0,0.350870449253912,0.451787546228563
0,0,0,0,0.204086177141903,0.589514925211926,0.538641269159093,0.574989523415428,0.938775510204083,0.663101604278075,0.237964843790367,0.247759196863087,0.270313798656983,0.176923076923082,0.422442686687224,0.41681190508111,0.284488537337446,0.0456692913385836,0.341641104294479,0.323715490797548,0.412097392638036,0.769230769230769,0.235085436964865,0.203085664315963,0.312351511754502,1,1,0,0,0,0,0,0,0,0,0,0,0,0.329127195132763,0.50791896647881
0.00662076271186441,0,0,0,0.204086177141903,0.597785369297019,0.589514925211926,0.538641269159093,0.938775510204083,0.796791443850267,0.222997416911711,0.237964843790367,0.247759196863087,0.176923076923082,0.351856817267731,0.422442686687224,0.41681190508111,0.0456692913385836,0.406633435582823,0.341641104294479,0.323715490797548,0.769230769230769,0.275357876252043,0.235085436964865,0.203085664315963,1,1,0,0,0,0,0,0,0,0,0,0,0,0.317594314741848,0.432257172468738
0,0.00662076271186441,0,0,0.204086177141903,0.618704727865196,0.597785369297019,0.589514925211926,0.938775510204083,0.866310160427808,0.199408200356487,0.222997416911711,0.237964843790367,0.176923076923082,0.319345756803861,0.351856817267731,0.422442686687224,0.0456692913385836,0.480924079754602,0.406633435582823,0.341641104294479,0.769230769230769,0.337914162142182,0.275357876252043,0.235085436964865,1,1,0,0,0,0,0,0,0,0,0,0,0,0.316161872236993,0.412532597337051
0.0044138418079096,0,0.00662076271186441,0,0.204086177141903,0.73619368354459,0.618704727865196,0.597785369297019,0.938775510204083,0.700534759358289,0.143125157347616,0.199408200356487,0.222997416911711,0.176923076923082,0.187491620860706,0.319345756803861,0.351856817267731,0.0456692913385836,0.455329754601228,0.480924079754602,0.406633435582823,0.769230769230769,0.372651347145543,0.337914162142182,0.275357876252043,1,1,0,0,0,0,0,0,0,0,0,0,0,0.181011767954253,0.352285541820713
0,0.0044138418079096,0,0.00662076271186441,0.204086177141903,0.613040516159861,0.73619368354459,0.618704727865196,0.938775510204083,0.379679144385027,0.134192983242603,0.143125157347616,0.199408200356487,0.176923076923082,0.317938061402332,0.187491620860706,0.319345756803861,0.0456692913385836,0.389953987730062,0.455329754601228,0.480924079754602,0.769230769230769,0.26179168791547,0.372651347145543,0.337914162142182,1,1,0,0,0,0,0,0,0,0,0,0,0,0.28707188097209,0.405310552209502
0,0,0.0044138418079096,0,0.204086177141903,0.391840886648705,0.613040516159861,0.73619368354459,0.938775510204083,0.556149732620321,0.201167045450689,0.134192983242603,0.143125157347616,0.176923076923082,0.537337444697681,0.317938061402332,0.187491620860706,0.0456692913385836,0.294382668711658,0.389953987730062,0.455329754601228,0.769230769230769,0.157326971653809,0.26179168791547,0.372651347145543,1,1,0,0,0,0,0,0,0,0,0,0,0,0.488675496968026,0.441489596612985
0,0,0,0.0044138418079096,0.340867338417859,0.479497169021167,0.391840886648705,0.613040516159861,0.989795918367349,0.631016042780749,0.231205360683858,0.201167045450689,0.134192983242603,0,0.504692318005095,0.537337444697681,0.317938061402332,0.0740157480314958,0.33090490797546,0.294382668711658,0.389953987730062,0.692307692307692,0.194833296705004,0.157326971653809,0.26179168791547,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.432786073010595,0.492621480892207
0,0,0,0,0.340867338417859,0.605221819020594,0.479497169021167,0.391840886648705,0.989795918367349,0.764705882352941,0.277797512096357,0.231205360683858,0.201167045450689,0,0.423314117173884,0.504692318005095,0.537337444697681,0.0740157480314958,0.287001533742333,0.33090490797546,0.294382668711658,0.692307692307692,0.219672039291494,0.194833296705004,0.157326971653809,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.296894187850523,0.524250294968367
0.107521186440678,0,0,0,0.340867338417859,0.67517309609324,0.605221819020594,0.479497169021167,0.989795918367349,0.459893048128342,0.28941968458034,0.277797512096357,0.231205360683858,0,0.348169995978014,0.423314117173884,0.504692318005095,0.0740157480314958,0.390720858895706,0.287001533742333,0.33090490797546,0.692307692307692,0.278712988738453,0.219672039291494,0.194833296705004,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.262219086337672,0.502730342960382
0,0.107521186440678,0,0,0.340867338417859,0.42615627964883,0.67517309609324,0.605221819020594,0.989795918367349,0.46524064171123,0.359566565389368,0.28941968458034,0.277797512096357,0,0.635809089690306,0.348169995978014,0.423314117173884,0.0740157480314958,0.277511503067484,0.390720858895706,0.287001533742333,0.692307692307692,0.142184952696371,0.278712988738453,0.219672039291494,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.506823768655697,0.577192511731236
0,0,0.107521186440678,0,0.340867338417859,0.393699999079598,0.42615627964883,0.67517309609324,0.989795918367349,0.79144385026738,0.402744488089837,0.359566565389368,0.28941968458034,0,0.595455154846493,0.635809089690306,0.348169995978014,0.0740157480314958,0.291986196319019,0.277511503067484,0.390720858895706,0.692307692307692,0.162959619359088,0.142184952696371,0.278712988738453,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.515551922562918,0.503997086648962
0.0067090395480226,0,0,0.107521186440678,0.340867338417859,0.587638437898501,0.393699999079598,0.42615627964883,0.989795918367349,0.79144385026738,0.378637964154055,0.402744488089837,0.359566565389368,0,0.344684274031372,0.595455154846493,0.635809089690306,0.0740157480314958,0.360046012269937,0.291986196319019,0.277511503067484,0.692307692307692,0.342423396362048,0.162959619359088,0.142184952696371,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.302942305470502,0.41370008610267
0,0.0067090395480226,0,0,0.340867338417859,0.630172150336118,0.587638437898501,0.393699999079598,0.989795918367349,0.668449197860963,0.343426575114755,0.378637964154055,0.402744488089837,0,0.354404075613353,0.344684274031372,0.595455154846493,0.0740157480314958,0.312116564417177,0.360046012269937,0.291986196319019,0.692307692307692,0.37808796622552,0.342423396362048,0.162959619359088,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.262262293975208,0.466736421243787
0.120762711864407,0,0.0067090395480226,0,0.340867338417859,0.528216339640066,0.630172150336118,0.587638437898501,0.989795918367349,0.417112299465241,0.368326303700777,0.343426575114755,0.378637964154055,0,0.343879876659069,0.354404075613353,0.344684274031372,0.0740157480314958,0.325728527607362,0.312116564417177,0.360046012269937,0.692307692307692,0.29702855455734,0.37808796622552,0.342423396362048,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.324385007172462,0.355187838474113
0.00882768361581921,0.120762711864407,0,0.0067090395480226,0.340867338417859,0.337613878267257,0.528216339640066,0.630172150336118,0.989795918367349,0.518716577540107,0.407917561895773,0.368326303700777,0.343426575114755,0,0.59652768467623,0.343879876659069,0.354404075613353,0.0740157480314958,0.207246932515338,0.325728527607362,0.312116564417177,0.692307692307692,0.101739193638902,0.29702855455734,0.37808796622552,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.506547409963116,0.449554906009574
0,0.00882768361581921,0.120762711864407,0,0.340867338417859,0.337057882026238,0.337613878267257,0.528216339640066,0.989795918367349,0.705882352941176,0.373430403189432,0.407917561895773,0.368326303700777,0,0.618447513071458,0.59652768467623,0.343879876659069,0.0740157480314958,0.271951687116565,0.207246932515338,0.325728527607362,0.692307692307692,0.13583915243647,0.101739193638902,0.29702855455734,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.554769533449909,0.471250925803871
0.114406779661017,0,0.00882768361581921,0.120762711864407,0.340867338417859,0.515289427036483,0.337057882026238,0.337613878267257,0.989795918367349,0.689839572192513,0.324493124984807,0.373430403189432,0.407917561895773,0,0.410376726102695,0.618447513071458,0.59652768467623,0.0740157480314958,0.35276073619632,0.271951687116565,0.207246932515338,0.692307692307692,0.257388116541079,0.13583915243647,0.101739193638902,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.374716486475004,0.421568767463855
0.0246292372881356,0.114406779661017,0,0.00882768361581921,0.340867338417859,0.458577810452991,0.515289427036483,0.337057882026238,0.989795918367349,0.540106951871658,0.290040453437162,0.324493124984807,0.373430403189432,0,0.518031907762435,0.410376726102695,0.618447513071458,0.0740157480314958,0.383052147239264,0.35276073619632,0.271951687116565,0.692307692307692,0.203418279651105,0.257388116541079,0.13583915243647,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.475197270922917,0.486527811479241
0.0201271186440678,0.0246292372881356,0.114406779661017,0,0.340867338417859,0.40864239805687,0.458577810452991,0.515289427036483,0.989795918367349,0.770053475935829,0.275486872463012,0.290040453437162,0.324493124984807,0,0.527349510658266,0.518031907762435,0.410376726102695,0.0740157480314958,0.398485429447854,0.383052147239264,0.35276073619632,0.692307692307692,0.145580126134645,0.203418279651105,0.257388116541079,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.519636563215747,0.447395244069337
0.0022069209039548,0.0201271186440678,0.0246292372881356,0.114406779661017,0.340867338417859,0.56074211973942,0.40864239805687,0.458577810452991,0.989795918367349,0.764705882352941,0.296765449384882,0.275486872463012,0.290040453437162,0,0.42753720337847,0.527349510658266,0.518031907762435,0.0740157480314958,0.432227760736197,0.398485429447854,0.383052147239264,0.692307692307692,0.321841784765279,0.145580126134645,0.203418279651105,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.384545497357726,0.485729889009116
0,0.0022069209039548,0.0201271186440678,0.0246292372881356,0.340867338417859,0.574398777409348,0.56074211973942,0.40864239805687,0.989795918367349,0.812834224598931,0.312353645120165,0.296765449384882,0.275486872463012,0,0.397506368145864,0.42753720337847,0.527349510658266,0.0740157480314958,0.317963957055215,0.432227760736197,0.398485429447854,0.692307692307692,0.321929147752435,0.321841784765279,0.145580126134645,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.317563599589011,0.464093685319827
0,0,0.0022069209039548,0.0201271186440678,0.340867338417859,0.611615775792263,0.574398777409348,0.56074211973942,0.989795918367349,0.759358288770054,0.295213527242996,0.312353645120165,0.296765449384882,0,0.335366671135541,0.397506368145864,0.42753720337847,0.0740157480314958,0.371453220858896,0.317963957055215,0.432227760736197,0.692307692307692,0.350893891922142,0.321929147752435,0.321841784765279,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.288625838469136,0.425495686216316
0,0,0,0.0022069209039548,0.340867338417859,0.571931544089843,0.611615775792263,0.574398777409348,0.989795918367349,0.796791443850267,0.352255287743513,0.295213527242996,0.312353645120165,0,0.3808151226706,0.335366671135541,0.397506368145864,0.0740157480314958,0.374328987730062,0.371453220858896,0.317963957055215,0.692307692307692,0.227039388074227,0.350893891922142,0.321929147752435,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.334424920909544,0.441963245646251
0,0,0,0,0.340867338417859,0.731085468080275,0.571931544089843,0.611615775792263,0.989795918367349,0.807486631016043,0.316561078482435,0.352255287743513,0.295213527242996,0,0.283483040622067,0.3808151226706,0.335366671135541,0.0740157480314958,0.352473159509202,0.374328987730062,0.371453220858896,0.692307692307692,0.355016173906671,0.227039388074227,0.350893891922142,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.188120545697735,0.475491526569316
0.0398128531073446,0,0,0,0.340867338417859,0.702729659788523,0.731085468080275,0.571931544089843,0.989795918367349,0.561497326203209,0.261278163075909,0.316561078482435,0.352255287743513,0,0.347231532376995,0.283483040622067,0.3808151226706,0.0740157480314958,0.333013803680982,0.352473159509202,0.374328987730062,0.692307692307692,0.315282414662396,0.355016173906671,0.227039388074227,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.223858154316557,0.528268828004583
0,0.0398128531073446,0,0,0.340867338417859,0.55636364934143,0.702729659788523,0.731085468080275,0.989795918367349,0.807486631016043,0.27090008035511,0.261278163075909,0.316561078482435,0,0.547392411851454,0.347231532376995,0.283483040622067,0.0740157480314958,0.263420245398774,0.333013803680982,0.352473159509202,0.692307692307692,0.207771271419042,0.315282414662396,0.355016173906671,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.372490763706296,0.614398384122185
0,0,0.0398128531073446,0,0.340867338417859,0.642369317873376,0.55636364934143,0.702729659788523,0.989795918367349,0.641711229946524,0.249793939226759,0.27090008035511,0.261278163075909,0,0.346024936318542,0.547392411851454,0.347231532376995,0.0740157480314958,0.378930214723925,0.263420245398774,0.333013803680982,0.692307692307692,0.319383208126933,0.207771271419042,0.315282414662396,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.277246071431279,0.468334499833717
0,0,0,0.0398128531073446,0.340867338417859,0.580410486765314,0.642369317873376,0.55636364934143,0.989795918367349,0.491978609625668,0.235585229839656,0.249793939226759,0.27090008035511,0,0.425861375519506,0.346024936318542,0.547392411851454,0.0740157480314958,0.332055214723927,0.378930214723925,0.263420245398774,0.692307692307692,0.213732323766464,0.319383208126933,0.207771271419042,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.33245303923074,0.50299016218453
0,0,0,0,0.340867338417859,0.497254298968566,0.580410486765314,0.642369317873376,0.989795918367349,0.764705882352941,0.235757665633175,0.235585229839656,0.249793939226759,0,0.488001072529829,0.425861375519506,0.346024936318542,0.0740157480314958,0.273389570552147,0.332055214723927,0.378930214723925,0.692307692307692,0.147461973340331,0.213732323766464,0.319383208126933,0.887552690304984,0,1,0,0,0,0,0,0,0,0,0,0,0.387163048088027,0.491751692232092
